text,classes
চ্যানেলগুলোর কোনো কাজ নেই খালি এই দুনিয়ার সব ফালতু মেয়েদের কে নিয়ে এই শালারা সব সময় বসে থাকে,anger
চ্যাম্পিয়ন্স লিগের দলে জায়গা না পাওয়ায় ক্ষুব্ধ গ্যারেথ বেল আগামী গ্রীষ্মের দলবদলেই রিয়াল মাদ্রিদ ছেড়ে যেতে চান  স্প্যানিশ পত্রিকা এএস জানায়   বছর বয়সি বেল মনে করছেন যথেষ্ট হয়েছে  গত সপ্তাহে চ্যাম্পিয়ন্স লিগের খেলায় ক্লাব ব্রাগার বিরুদ্ধে বেলকে দলে রাখেননি কোচ জিনেদিন জিদান  কিন্তু ওয়েলশ ফরোয়ার্ড বেলকে খেলাটিতে দরকার ছিল ,anger
ছবি গুলা বেশি কিউট  অসংখ্য ধন্যবাদ এত সুন্দর আর কিউট ছবি দিয়ে উইশ করার জন্য ,joy
ছবি দেখে মজা পাইলাম বাংলাদেশের পুলিশ আর আর্মি তার কাছে মুরির মোয়া   রাকিব ভাইয়ের মত এরকমভাবে অন্য কেউ রোস্ট করতে পারবে নাহ গ্যারান্টি ,joy
ছবি যা হাজারো কথা বলে  ছবিটা শেয়ার এর সময় নিজের ও মন খারাপ লাগছিলো,sadness
ছবিগুলো অসাধারন   বিশেষ করে গলফ মাঠে ক্যাঙ্গারুর ছবিটা অতুলনীয়  যাবার আগ্রহ থাকলো  হয়ত একদিন   ,joy
ছবিটা দেখি আর ভাবি  হায়রে আমার দেশের মানুষ৷ আমার মনে হয় কেউ ভাইরাস আক্রান্ত হয়ে মারা গেছে শুনলে তাকে দেখতে মানুষের ঢল নামবে৷ রাস্তায় পড়ে থাকলে সাহসী টেলিভিশন রিপোর্টার ক্যামেরাম্যান হামাগুড়ি দিয়ে সেই লাশের কাছে যাবে৷ লাইভ দেখাবে৷ পারলে লাশের সাথে কথা বলার চেষ্টা করবে৷ যেমন কিউট জনগণ  তেমন মিডিয়া  তেমন অথরিটি৷,anger
ছবিটা দেখি আর ভাবি  হায়রে আমার দেশের মানুষ৷ আমার মনে হয় কেউ ভাইরাস আক্রান্ত হয়ে মারা গেছে শুনলে তাকে দেখতে মানুষের ঢল নামবে৷ রাস্তায় পড়ে থাকলে সাহসী টেলিভিশন রিপোর্টার ক্যামেরাম্যান হামাগুড়ি দিয়ে সেই লাশের কাছে যাবে৷ লাইভ দেখাবে৷ পারলে লাশের সাথে কথা বলার চেষ্টা করবে৷ যেমন কিউট জনগণ  তেমন মিডিয়া  তেমন নেতৃত্ব৷,sadness
ছবিদি কেষ্টপুর থেকে রোজ সল্টলেকে ঠিকে কাজ করতে আসে  আজ খুব ভয় পেয়েছে ,fear
ছবির দুইজন ই মা যখন আপু আমাকে ছবিটা পাঠান আমি খুব অবাক হয়েছিলাম কি আশ্চর্য ব্যপার  ,surprise
ছয় ঘন্টা পায়ে হেঁটে মুরগী কিনে আনতে হয় এই অনাথালয়ে  তাই অনেকেই অবাক হয় এতিম এই শিশুদের প্লেটে মাংসের টুকরা দেখে  এমন অনেক অবাক করা কাজ হয় এই প্রজেক্টের অধীনে ,surprise
ছাত্রজীবনের সাথে কর্মজীবনের মিল অনেকক্ষেত্রেই থাকে না  ক্লাসে সবচেয়ে অসফল ছাত্রটি কর্মজীবনে অত্যন্ত দক্ষতার সাথে সবার ভরসা হয়ে যায়  পিছনে চুপচাপ বসে থাকা ছেলেটি মিডিয়া জগত দাপিয়ে বেড়ায়  যাকে কোনদিন ঠিকমতো ক্লাসে ঠিকমত দেখা যায়নি বা কেউ চেনেই না সে সরকারী প্রথম শ্রেনীর জব অনায়াসে রিজেক্ট করে  যাকে কোনদিন ক্যাম্পাসে কথা বলতে শুনেনি ঠিকঠাক সে সমাজের সর্বস্তরে মানুষকে সচেতন করার কাজ করে যায় ,sadness
ছাত্রলীগের বর্তমান  সদস্যের কেন্দ্রীয় কমিটির মধ্যে দেড় শতাধিক নেতা আসন্ন সম্মেলনে বাদ পড়তে পারেন  তাদের বিরুদ্ধে অসংখ্য অভিযোগের পাশাপাশি মাদকে সম্পৃক্ততার প্রমাণ রয়েছে খোদ আওয়ামী লীগ হাইকমান্ডের কাছে ,disgust
ছাত্রীকে যৌন হয়রানির অভিযোগ ওঠা জাহাঙ্গীরনগর বিশ্ববিদ্যালয়ের  জাবি  সরকার ও রাজনীতি বিভাগের এক শিক্ষককে বিশ্ববিদ্যালয়ের সব একাডেমিক ও প্রশাসনিক কার্যক্রম থেকে বিরত থাকার নির্দেশ দিয়েছে বিশ্ববিদ্যালয় প্রশাসন ,disgust
ছাদ তালা দিয়ে নামার জন্য পেছন গুড়তেই চমকে উঠলাম   হাতের ডান পাশে সিঁড়ির শেষ মাথার ছাদের দেয়াল ঘেষে কে যেনো বসে আছে  ,surprise
ছাদের এ মাথা   ও মাথা বেশ ভাল করে দেখলাম কেউ নেই   আমি বেশ অবাক হলাম   তা হলে শব্দ করলো কে  ,surprise
ছাদের খোলা দরজা দিয়ে ভুরভুর করে কুচকুচে কালো ধোঁয়া বেরিয়ে আকাশটাকে একটু একটু করে ঢেকে দিচ্ছে  আশপাশের   টা ভবনের ছাদে জড়ো হয়েছেন কেউ কেউ  নিচের তলায় আগুনের কি অবস্থা জানবার কোনো উপায় নেই ,fear
ছাপোষা কর্মচারী হয়ে মাকিলের বিরুদ্ধে আন্দোলনে নেমেছ  এ যে আগুন নিয়ে খেলা তা একবার ভেবে দেখেছ ,disgust
ছি ছি ছি  গায়ে পিঠে শতেক আঁচিল  নাক কান নিয়ে গেলো চিল,disgust
ছি ছি ছি  দাদা কি লজ্জার বিষয়  বউ এর হাতে মার খাওয়া এর চেয়ে লজ্জার কি হতে পারে  আর যে বউ এর হাতে মার খায়  তার মতো বেহায়া কে আছে ,disgust
"ছি পার্লার আজ জাতিকে ধ্বংস করছে যাদের ধোনের জোর নাই তাদের বউ পার্লারে যায় এসব পুরুষ দের জন্য জাতি আজ ধ্বংস 
",anger
ছিঁড়ে ফেলেছি আমি ডায়রির পাতা  সেথা লেখা ছিল হাজার স্বপ্নের কথা ছিঁড়তে পারিনি আমার মনের পাতা যেখানে জমে আছে আছে জীবনের অনেক ব্যথা   ,sadness
ছিঃ এভাবে অপমান নিজের দেশের মুভিকে ছিঃ,disgust
ছিড়ে ফেলেছি আমি ডাইরির পাতা সেথা লেখা ছিল হাজার স্বপ্নের কথা ছিড়তে পারিনি আমার মনের পারা যেখানে জমে আছে জীবনের অনেক ব্যথা  ,sadness
ছিল পড়া না পারার ভয়  মার খাবার ভয়  শাস্তি পাবার ভয় ,fear
ছুটির দিনে আমার ঘুম আসে না দুপুরে  অথচ অফিসে ঢলে পড়ি  বড্ড মুশকিলে পড়া গেল ,disgust
ছুটির দিনের সকাল  তবু ভোরের আলো ফোটার আগেই মানিকগঞ্জ থেকে ঢাকার উদ্দেশে রওনা দিয়েছেন বাবা  কারণ  ছেলে অনন্য যায়িফের আগ্রহ পদার্থবিজ্ঞানের প্রতি  সেই আগ্রহ থেকেই অনন্য ঢাকায় অনুষ্ঠিত হচ্ছে ফিজিক্স অলিম্পিয়াডে অংশ নেবে ,surprise
ছেলেটা অবাক হয়ে চেয়ে আছে  জামান আবার প্রশ্ন করলো   বলো ন্যাটোর সদর দপ্তর কোথায় অবস্থিত  ,surprise
ছেলেটা কেমন অদ্ভুতভাবে সব কথার জবাব দিচ্ছে  যেন সে আগে থেকেই জানে আমি ওকে কী জিজ্ঞেস করবো ,surprise
ছেলেটার ম্যাচিউরিটি লেভেল দেখে আমি অবাক  সে তার ঋণের কথা পর্যন্ত বলে গেছে ,surprise
ছেলেটারে থাপড়ায়া চোখের কোনায় কালো দাগ করায় ফেলছে  মাদারচোদগুলারে মাইরা শোয়ানো উচিৎ ছিলো সাথে চাইল্ড এবিউজিং এর মামলা ,anger
"ছেলেটি কোন উত্তর দিলো না শুধু একটি হাত আমার দিকে বাড়িয়ে দিলো  
আমি ভয়ে তখন কি ভাবে যে নীচে নেমে এলাম বলতে পারবো না  ",fear
ছেলেরা এরকমই মেয়ে পছন্দ করে যারা শ্বশুর শাশুড়ির উপর অত্যাচার করে  তারা তো আর ভালো মেয়ে চায়না এরকম বৌমাদেরকে মুখে বিষ ঢেলে মেরে দেওয়া উচিত ,anger
ছো‌টো বেলায় শু‌নে‌ছিলাম   বাবা মার ভা‌লো সন্তান কখ‌নো পু‌লিশ হয়না   খারাপটায় হয়   কথাটা দেখ‌ছি   সত্যি,disgust
"ছোট একটি বাচ্চা রেললাইনের উপরে শুয়ে আছে আর কান্না করছে   আমি এই দৃশ্য দেখে ভয় পেয়ে গেলাম  আসে পাশে কোন
ঘর বাড়ি ও নেই যে বাচ্চাটা ওখান থেকে আসবে  ",fear
ছোট চার বাচ্চা কিছুই বুঝেনি  তারা চুপচাপ মরে গেছে  বড় ছেলেটা ভেবেছিল মা হয়তো তাঁকে কোন দুষ্টামির জন্য শাস্তি দিচ্ছেন ,sadness
ছোট থেকেই শুনতে হতো আমি আপুর মতো না আমাদের বোন বলে মনে হয় না বিয়ের অনুষ্ঠানে অথবা ফটো ফ্রেমে পরিবারের সবার মাঝখানে নিজেকে খাপছাড়া লাগতো সবাই ঠাট্টা করে বাবা মাকে বলতো  ওকে দেখে বোঝা যায় না আপনাদের সন্তান   কথাটা গায়ে কাঁটার মতো লাগতো ,sadness
ছোট বেলা থেকেই তাদের অবহেলায় বড় হয়েছি অনেক কেদেছি ঘর বসে কেন আমিও আম্মুর সাথে চলে গেলাম না কেন আম্মু আমাকে একা ফেলে রেখে চলে গেলে আমি কি এতই খারাপ যে কারো ভালোবাসা পাওয়ার যোগ্য না কেন আমি মরে গেলাম না ভাইয়াও মাঝে মাঝে বলে কেন আমি মারা যাই না ,sadness
ছোট বেলায় আমাদের শোভাকলোণীতে দেখতাম মানুষ মানুষে কত একটা মেলামেশা ছিলো  এখন কিছু নেই  ঈদ কোরবানেও এখন আর সেই আমেজ নেই ,sadness
"ছোট ভাইয়ের কথা শুনে গা কেমন
ছমছম করে ওঠে বড়ভাইয়ের  
পেছন ফিরে তাকায় সে  ",fear
ছোট রবার্টের সাথে কথা বলত পুতুলটি  সে এক জায়গা থেকে অন্যত্র সরে যেতে পারত  বিভিন্ন সময় তার এইসব আচরণ দেখে বাড়ির সবাই আতংকিত হয়ে পড়ে ,fear
ছোটবেলায় আমি কপিল শর্মার কমেডি শো দেখতাম  এখন হুজুরদের ওয়াজ শুনি  এভাবে আমাদের হাসানোর দায়িত্ব নেওয়ায় হুজুরদের ধন্যবাদ ,joy
ছোটবেলায় আমি ছিলাম টেনে টুনে পাশ করার এক ছাত্রী৷ পড়াশুনার প্রতি আগ্রহ শূন্য বললেই চলত৷ মাঝে মাঝে অবাক হয়ে দেখতাম ক্লাসে ফার্স্ট  সেকেন্ড  থার্ড হবার যুদ্ধ৷,surprise
ছোটবেলার সেই ছেলেটি বা মেয়েটি যে মার খাবার ভয়ে রোজ পড়া মুখস্ত করে স্কুলে যায় সেটাও ভয়,fear
"ছোট্ট একটা সিলেবাস    বুঝে পড়লেই হবে    মুখস্থ করার কিচ্ছু নাই       
তাই মুভি দেখি ",disgust
ছোপ ছোপ রক্ত পড়ে আছে   আঁতকে উঠল মনন   রক্ত দেখে মাথায় বিভিন্ন চিন্তা আসতে লাগলো  ,fear
জনগণের জন্য ভয়ের পরিস্থিতি তৈরি করে তারাও ভয়ে আছে ,fear
জনগণের ভোটে নির্বাচিত এই সরকারের কোন জনদরদী নেতার কানে এ কথাগুলো পৌঁছাতে পারলেই ওদের আর কোন চিন্তার কোন কারণ থাকবে না ,anger
"জনতার সর্বনাশ 
আওয়ামী লীগের পৌষ মাস  
এখন দেশে শুধু আওয়ামী লীগের আনন্দ  
লীগের কর্মী দিয়ে ত্রাণ কমিটি গঠন করছে    যেখানে টাকা সেখানে লীগের লোক  ",anger
জনপ্রশাসন প্রতিমন্ত্রী ফরহাদ হোসেন বলেছেন  সরকারের বিভিন্ন মন্ত্রণালয়ে বর্তমানে  লাখ  হাজার টি পদ শূন্য রয়েছে ,disgust
জনপ্রিয় পপ তারকা টিফানি ইয়ংয়ের নতুন একক গানে বিনিয়োগ করেছেন পপ তারকা লেডি গাগার প্রযোজক  সম্প্রতি এক টিভি অনুষ্ঠানে এ তথ্য জানিয়ে সংগীত অঙ্গনকে তাক লাগিয়ে দিয়েছেন টিফানি  এ মাসেই মুক্তি পাচ্ছে তাঁর নতুন গান  রান ফর ইয়োর লাইফ  ,surprise
জনপ্রিয় সুরকার ও সংগীত পরিচালক ফুয়াদ আল মুক্তাদির দীর্ঘদিন অসুস্থ ছিলেন  নিউইয়র্কে ফুয়াদের দেহে অস্ত্রোপচার করা হয়  সব বিপদ কাটিয়ে সম্প্রতি ফুয়াদ দারুণভাবে ফিরে এসেছেন  তাঁর এই ফিরে আসাকে উদ্‌যাপন করছে বন্ধু  সহকর্মী আর ভক্তরা,joy
জনপ্রিয়তার তম বর্ষে এসে শিল্পী আসিফ আকবর জানালেন নিজের লক্ষ্যের কথা  নিজের গাওয়া পাঁচ হাজার গান শ্রোতাদের জন্য রেখে যেতে চান তিনি ,surprise
জনপ্রিয়তার শীর্ষে আরোহন করেও তার জীবনকে করুন পরিণতি থেকে রক্ষা করতে পারেননি মাইকেল  খেয়ালী জীবন যাপন  প্লাস্টিক সার্জারি  শিশুদের ওপর যৌন নির্যাতনের অভিযোগ এবং মাদকের সর্বনাশা ছোবলে মাইকেলকে করুণ পরিণতি বরন করতে হলো  তার মৃত্যুর পর ময়নাতদন্তে দেখা যায় তার পাকস্থলীতে ঔষুষ ছাড়া কোন খাদ্য দ্রব্য পাওয়া যায়ানি ,sadness
জনমানবহীন কোন হোটেল করিডর বা ছোট্ট একটা ছেলে একা একা ট্রাই সাইকেলে চড়ার চেষ্টা করছে   এসব দৃশ্য দেখে নিশ্চিতভাবেই ভয় পাই ,fear
জনসম্মুখে কথা বলতে বা প্রেজেন্টেশন দিতে ভয় পাই  অনেক ভয় লাগে,fear
জনাব কত পার্সেন্ট ইঞ্জিনিয়ার ঘুষ ছাড়া কাজ করে সেই পরিসংখ্যান টা জানেন   অন্যের চরকায় তেল না দিয়ে নিজের টা দেয়াই উত্তম,disgust
জনির জীবনটা তছনছ  করে দিয়েছে বদমাইশ মহিলা,anger
জন্ম টা যদি রাস্তাই হয় তাহলে আর কি দেখবো তাদের কাছ থেকে মাদারসো একেকটা  এগুলারে জনিরে দিয়া এনাল দেয়া উচিৎ,anger
জন্মদিনে ডিম কেন মারতে হবে  কেন কেক মুখের উপর ঢেলে দিয়ে নষ্ট করতে হবে ,disgust
জন্মের দায়  প্রতিভার পাপ নিয়ে নিত্য নিয়ত পাথর সরিয়ে হাঁটি  অতল নিষেধে ডুবতে ডুবতে ভাসি  আমার কে আছে একা আমি ছাড়া আর  ,sadness
জন্মের মাত্র  ঘণ্টার মধ্যেই চীনের এক নবজাতকের শরীরে করোনাভাইরাস শনাক্ত করা হয়েছে  চীনের হুবেই প্রদেশের উহান শহরে শিশুটির জন্ম হয় ,sadness
"জয়ধ্বনির  বছর পূর্তি উপলক্ষে আগামিকাল আড্ডা কেন্দ্রীয় শহীদ মিনার বিকাল   এ অনুষ্ঠিত হবে 
সকলেই আমন্ত্রিত  ",joy
জলবায়ু নিয়ে সচেতনতা তৈরিতে  মিনিটের এই অ্যানিমেশন ছবিটি বানাল দীপ্ত টিভি  নির্মাণ করেছেন মোহাম্মদ শিহাব উদ্দিন  বেসরকারি টেলিভিশন চ্যানেল দীপ্ত টিভিতে প্রচারিত হবে সিনেমাটি ,joy
জলবায়ূ পরিবর্তন সম্পর্কে এতদিন যেসব ভয়ের গল্প শুনতেন  সেসব এবার সত্যি হচ্ছে  আপনি আর আমি খুব দ্রুতই টের পাবো ,fear
জলমগ্ন এলাকায় ছিল পাইপ  কিন্তু যন্ত্র দেখা যাচ্ছিল না  খোঁজাখুঁজির একপর্যায়ে টিলার ঢালের ঝোপঝাড়ের মধ্যে পাওয়া যায় সদ্য খোঁড়া মাটি  সেই মাটি খুঁড়তেই দেখা গেল লুকিয়ে রাখা হয়েছে পাথর উত্তোলনের অবৈধ যন্ত্র  বোমা মেশিন  ,disgust
জলাশয়ে আসা পরিযায়ী পাখিদের কেউ যাতে শিকার করতে না পারে  বিষয়টি গুরুত্বসহকারে নজরে রাখা হচ্ছে  পাশাপাশি স্থানীয় জনগণকেও সচেতন করা হচ্ছে  পাখিদের বিচরণ যাতে কোনোভাবে ব্যাহত না হয়  সে বিষয়ে প্রশাসন অত্যন্ত কঠোর ,joy
জাকিয়ার কথায় চিন্তায় পড়ে গেলাম  এই সময় এখন টাকা পাবো কোথায় ,fear
জাতি হিসেবে গর্ব করার মত কিছু অর্জন হয়তো বা আছে  তবে সবকিছুই এই কুকুরদের এই নির্বুদ্ধিতার কাছে ধুলিস্যাৎ ,disgust
জাতি হিসেবে  রাষ্ট্রের আইন শৃংখলা হিসেবে ধ্বঃজ তো তুমি সেই কবেই হয়েছো যখন একজন মাকে তার মৃত কন্যাকে কোলে শুইয়ে কান্দতে কান্দতে বলতে হয়    ধর্ষণ করছে করছে কিন্তু মেয়েটারে মেরে ফেল্লো ক্যানো   ,disgust
জাতিগতভাবে আমাদের যে চোর বা পকেটমার পিটায়ে মাইরা ফেলার সংস্কৃতি  একজন নারী অপরাধীরে উনার অপরাধের শাস্তি পাওয়ার পরেও ধর্ষণের আমাদের যেই আকাংক্ষা  উনারে সম্মিলিতভাবে বেশ্যা বানানোর যেই প্রকল্প  তা থিকা আপনারা দয়া কইরা বাইর হইয়া সুস্থ হন  দয়া কইরা সুস্থ হন  দয়া কইরা সুস্থ হন ,disgust
জাতির জনক বঙ্গবন্ধু শেখ মুজিবুর রহমানের জন্মশতবার্ষিকী সামনে রেখে বিভিন্ন ধরনের কর্মসূচি নিয়েছে সুপ্রিম কোর্ট লিগ্যাল এইড কমিটি  সুপ্রিম কোর্ট লিগ্যাল এইড কমিটির চেয়ারম্যান বিচারপতি এম ইনায়েতুর রহিমের সভাপতিত্বে অনুষ্ঠিত সভায় মুজিব বর্ষ সামনে রেখে বিভিন্ন কর্মসূচি গ্রহণ করা হয়,joy
জাতিসংঘের পরিবেশ কার্যক্রমের  বিলিয়ন ট্রি  প্রচারের অনুরোধে করা সেই গবেষণায় পাওয়া গেছে যে  পৃথিবীতে মোট গাছের সংখ্যা তিন ট্রিলিয়ন  অর্থাৎ তিন লাখ কোটির বেশি  এই গাছের প্রায় অর্ধেক আছে গ্রীষ্মপ্রধান অঞ্চলে  প্রত্যেক মানুষপ্রতি প্রায় টি গাছ আছে ,surprise
জাতীয় অধ্যাপক ড  আনিসুজ্জামান বলেছেন   যারা প্রতিবন্ধী  তাদের প্রতি সমাজের একটা বিশেষ দায়িত্ব আছে  কিন্তু সেই দায়িত্ব সম্পর্কে আমরা খুব সচেতন নই  সচেতন হলে তাদের কল্যাণে অনেক প্রতিষ্ঠান ও সংগঠন গড়ে উঠত  ,sadness
জাতীয় দলে ঢোকার আগের ধাপটাই তো অনূর্ধ্ব   যেহেতু বয়সভিত্তিক এ দল থেকে অনেকেই সরাসরি উঠে আসেন জাতীয় দলে  শরিফুল ইসলাম কি সে পথেই হাঁটছেন  পচেফস্ট্রুমে আজ অনূর্ধ্ব  বিশ্বকাপ সেমিফাইনালে নিউজিল্যান্ডের ব্যাটসম্যানদের গতি ও সুইংয়ে নাকানি চুবানি খাইয়েছেন বাঁহাতি এ পেসার ,joy
জাতীয় নদী রক্ষা কমিশনের চেয়ারম্যান বলেন  শুষ্ক মৌসুমে নদীতে পানির প্রবাহ কমে যাচ্ছে  কিন্তু বর্ষা মৌসুমে পানি বেশি আসছে  এ কারণে বন্যাসহ বিভিন্ন প্রাকৃতিক দুর্যোগ হচ্ছে  এতে দেশের সম্পদ ও জানমাল বিনষ্ট হচ্ছে ,fear
জাতীয় নদী রক্ষা কমিশনের চেয়ারম্যান মুজিবুর রহমান হাওলাদার বলেছেন   নদী রক্ষার জন্য অবৈধ দখলকারদের বিরুদ্ধে নির্ভয়ে আইনের প্রয়োগ করতে হবে ,joy
জানতে পারছি না সে মুহুর্তে আগুনের কি অবস্থা  একবার পাশের ছাদের মইয়ের দিকে তাকাচ্ছি আরেকবার নিজেদের মধ্যে দৃষ্টি বদল করছি ,fear
জানলে অবাক হবেন  ইতিহাসের অন্যতম সেরা এই বক্তা উইনস্টন চার্চিলের কথা বলতেই সমস্যা হত  বহুদিন তিনি ডিপ্রেশনে ভুগেছেন  ভাষণ দেয়ার পর সমস্যা হওয়ার কারণে  তাঁর জন্য বিশেষ ওষুধও বানাতে হয়েছিল  কিন্তু এর কিছুই তাঁর চেষ্টা করা থামাতে পারেনি ,surprise
জানালার কাছে গিয়ে দেখি চারিদিকে মানুষের ভীর  গাছে এলোমেলো শাড়ি জড়ানো লাশ ঝুলছে  হজুরের বউয়ের লাশ  ঠিক যে যায়গাটায় শেষ কথা বলে এসেছিলাম ঠিক সেইখানে ,fear
জানি কাকা  আঁচলে চোখ মুছে নিগার বলল  এই মুহূর্তে বৃদ্ধ জ্যোতিষীর মুখটা কেমন যেন ঝাপসা দেখাচ্ছে ,sadness
জানি জানি পাতায় খাতায় অক্ষরে কালা মার্বেলমণির রাগ ঢালছো  ওটা এদিকে না এসে তীর্যক তীর ছুঁড়ছে  সরাসরি বললেই পারো  রাগ করেছো,anger
জানি না এই মৃত্যুর মিছিল কবে বন্ধ হবে হে আল্লাহ আপনি আমাদের ক্ষমা করেন  সচেতনতা বৃদ্ধি না পেলে আরো অনেক ভয়াবহ রূপ ধারণ করবে  ,fear
জানি না হাঁরিয়ে গেছো কোন দূর অজানায়  জানি না কি ভূল ছিল আমার ভাবনায়  তাই পেয়েও হাঁরিয়েছি আজ তোমায়,sadness
জানি স্রষ্টার ইচ্ছাতে হয়ত একদিন সুদূর কোনো দেশে বসে ভাববো এখানে আসার জন্যই এত কিছু করলাম কিন্তু এখন বিষ লাগছে  হয়ত কোনো ভালো কোম্পানিতে জব করেও হতাশ থাকব ,sadness
জানিনা আর কতটা জল চোখ দিয়ে পড়লে বিশ্বাস করবে শুধু একটা কথাই বলবো যতদিন বাঁচবো ততদিন আমার রাজকুমারী হয়ে থাকবে তুমি  হয়তো আমায় ভুলে গেছো না হয় কোনোদিন আমাকে মনেই রাখোনি,sadness
জানিনা সবাইকে কেমন আপ্যায়ন করতে পেরেছি  বাট তোরা এসেছিস এতেই খুশি ,joy
জানোয়ারের দল তোদের এই শুয়ারিও নিকনেম দেখে শুয়ারগুলোর আসল নাম‌ই ভুলে গেছি বাড়া,joy
জানোয়ার তোর তো ফাঁসি হওয়া ইচিত তুই কি জানিস মুফতি কাজী ইব্রাহীম কে কাদের নিয়ে তুই মিথ্যাচরণ করিস জানোয়ার  কুত্তা বিড়াল  তুই একটা পাপিষ্ঠ মানুষ নামের জানোয়ার ,anger
জানোয়ারদের কর্ম ভালো কাজ নসট্ করা এদের রোখার কি কেহ নাই  এই মহা বিপদে বাংলাদেশ যাবে কোথায় ,fear
জানোয়ারের বাচ্চারা টাকা চুরি করবে কিন্তু মানুষের সেবার কোন ব্যবস্থ নাই সরকার বড়ো বড়ো কথা বলে সরকারের সব চোর,anger
জাপানি জীবনের নানা ব্যাপার দেখে ও একাই শুধু অবাক হয়েছে তা নয়  ওর স্বাদু চিত্তাকর্ষক আর আমেজি লেখার মৌতাতে পাঠক হিসেবে আমরাও যেমন কিছুটা অবাক হয়েছি ,surprise
জাপানিরা যখন জানতে পারল তাদের ডায়মন্ড প্রিন্সেস জাহাজের আরোহীদের কেউকেউ করোনা ভাইরাসে আক্রান্ত তখন প্রায় চার হাজার যাত্রীবাহী জাহাজকে আর জেটিতে ভিড়তে দেয়া হয়নি  মাঝ দরিয়ায় কোয়ারেন্টাইনে রাখা হয়  যাত্রীদের কেবিনের জানালা সিলগালা করা  বাহিরের আলোবাতাসের দেখা মিলছে না  কক্ষ পরিষ্কার নিজেদেরই করতে হয়  তবে কাপড় ধোঁয়া নিষেধ  আক্রান্ত ব্যক্তিকে অন্যদের থেকে এক মিটার দূরত্ব বজায় রেখে চলতে হয় ,sadness
জাপানে প্রতি দশ জনে এক জন একাকি মৃত্যু বরণ করে  একটি রুমে মরে পচে গলে গন্ধ বের হলে লোকে জানতে পারে এই ঘরে একাকী বাস করা বৃদ্ধটি মারা গেছে ,sadness
জাপানে শেষবারের মতো বার্তা এল পেজারে  এরপর দেশটিতে আর কখনোই ব্যবহৃত হবে না এ যন্ত্রটি  জাপানের সর্বশেষ পেজার সেবাদাতা প্রতিষ্ঠানের পেজারে শেষ বার্তার শব্দ বেজেছে  বিদায়ী পেজারে আসা শেষ বার্তাটি ছিল একটি জাপানি কোড     কোডটির অর্থ  আমরা তোমাকে ভালোবাসি  ,surprise
জাপানের কাওয়াসাকিতে স্কুলবাসের জন্য অপেক্ষারত শিক্ষার্থীদের ওপর ছুরি নিয়ে হামলার ঘটনা ঘটেছে  এতে দুজন নিহত হয়  আহত কমপক্ষে  জন  নিহত ব্যক্তিদের মধ্যে এক কিশোরী রয়েছে বলে নিশ্চিত করেছে পুলিশ ,sadness
জাফর ভাইয়ার ভাষন টা জোস ছিলো কেকা আপু কে নিয়া আর গান এক কথায় অসাধারন      জাহিদ ভাইয়া আমার অনেকি প্রিয়ো অভিনেতা,joy
জাবেদুল  ইসলাম  পরে খেয়াল হইল  তোর সাথে সিংগেল কোনো পিকও নাই  আবির  তামিমের সাথেও নাই  ,disgust
জামাই বৌ দুই জনকেই আগুনে ফেলে মারা হোক তা দেখে আনেক নাড়ি ও পুরুষ শিখতে পারবে  কারণ ওরা দেশ ও জাতির সবচেয়ে বড় শত্রু  ,anger
জামায়া‌তের ফান্ড নিয়া আজ পর্যন্ত জামায়া‌তের কা‌রো অ‌ভি‌যোগ শুনলামনা  যারা জামায়া‌তের সা‌থে কোন সম্পর্ক নাই তারা কেন ঘেউ ঘেউ ক‌রে  তা‌দের টাকা তা‌দের মাথাব্যথা তোমার কি সমস্যা  তু‌মি কি কোন‌দিন দুইটাকা দিছ  না‌কি জামায়া‌তের কেউ তোমার মাথায় পিস্তল ঠে‌কি‌য়ে চাঁদা দা‌বি ক‌রে‌ছিল ,disgust
জায়গাটা খুব ভয়ানক  ,fear
জায়গার অভাব পড়ছে এত চিপায় গান গাইতে মজা আছে  ,disgust
জাস্ট জ্বালা মিটাইলাম আরকি নেক্সট টাইম আর কিসু করে দেখিও ধুয়ে দিবো,anger
"জাস্টিফায়েড শিখানোর আগে টিচার এবং সিনিয়রদের সাথে কিভাবে বিহ্যাভ করতে হয় সেটা শিখো 
আর নিজেদের দোষ স্বীকার না করে বারবার টিচারের দোষ আগে দেখাচ্ছো কেনো স্যারকে নিয়ে যা বলবা তাই সবাই বিলিভ করবে নাকি আরাফাত স্যার কেমন মানুস তা আমি কেনো  আরো  বছর আগের স্টুডেন্টরাও জানে সো কথা বলার আগে ভেবে নিও যে কি বলতেছো  নাটক বানানোর ও লজিক্যাল কারন লাগে ",anger
জাহাজ নির্মাণ ও মালিকানায় বিশ্বসেরার তালিকায় বাংলাদেশ নেই  তবে জাহাজ ভাঙায় বিশ্বের সব দেশকে ছাড়িয়ে গেছে বাংলাদেশ   সালে বিশ্বে যত জাহাজ ভাঙা হয়েছে  তার  দশমিক  শতাংশই বাংলাদেশে ভাঙা হয়েছে ,surprise
জাহালমের আটক থাকার ঘটনাকে ন্যাক্কারজনক বলে সমালোচনা করে বিএনপির সিনিয়র যুগ্ম মহাসচিব রুহুল কবির রিজভী বলেছেন  তার  জাহালম  দীর্ঘদিন কারাভোগের ঘটনায় দুদকের ভূমিকা নজীরবিহীনভাবে ন্যাক্কারজনক ,disgust
